8564707991,2.78
474407409,3.44
5288729524,1.89
9271464598,0.78
5693375794,0.33
5760109328,1.78
940184138,3.44
4030312147,1.0
6158660250,0.56
96627027,0.11
5704428047,0.78
7005004869,0.33
5004564071,0.33
3643814133,0.0
2857616551,2.0
5341274635,0.44
632961343,0.33
1175777923,0.0
1755814917,0.33
3487057992,0.0
8138710684,1.22
3017045347,1.44
8418596761,0.0
1437266191,0.0
2747817234,1.78
10625277256,3.89
753041280,0.0
3087161274,0.44
4241217946,1.67
6486409547,0.89
409595749,0.11
540438769,1.33
11805956435,1.44
13745523473,0.22
8142169173,4.78
5292827668,1.78
5801053370,1.22
4100728095,0.33
3840410923,0.0
8317904618,0.0
5260573260,1.78
7288846840,0.56
654043062,2.44
4969277984,0.0
8314488139,0.22
11533766874,0.44
8661037078,0.0
9143954316,1.89
2457457193,2.44
6091713440,0.22
174080558,2.0
2089497011,1.0
780564092,0.89
2456154794,0.78
4469003981,0.33
3552248093,1.11
3116296490,0.11
2456106701,2.11
5903723002,0.56
2934006313,0.56
5987072483,4.11
921695345,2.0
871763768,0.44
8297043296,0.89
5267738818,0.0
2314590377,1.78
5480091966,0.0
6995609934,0.44
8745436574,7.56
7745727156,2.0
3939859433,0.67
452807139,0.0
3637904790,6.33
6306379604,1.56
8348167148,0.0
5029372755,1.0
8388283345,0.44
3685111553,0.67
9396619519,0.56
8941677929,2.11
12324945273,0.33
623659743,0.11
8270174434,1.0
3682525199,0.78
3698021950,1.22
2164550548,1.56
5351849360,4.56
176610078,4.44
11687489094,1.11
5425710504,1.44
382761698,1.67
2693839926,1.0
6129444196,2.78
4436346186,2.67
3265453413,0.22
164019989,0.0
6886001227,0.22
462338940,1.0
1263088022,0.44
4122610095,0.78
4301048165,0.0
4142771417,0.33
7856670232,1.0
5347785076,0.22
4436863796,0.11
462773099,0.22
2861782645,1.78
4529148756,1.44
5932525414,0.22
3182113566,3.44
1907424176,1.89
2659626674,0.0
2617496605,0.11
2644855050,0.0
2482380750,2.78
5728160044,1.0
434656438,0.56
5252326806,0.33
2711528328,0.0
8297367516,0.35
4479181860,0.78
5357086864,0.11
146402447,1.44
4423710085,0.11
2562208579,0.11
2581081671,0.22
5673823813,0.22
5351481946,1.33
4619114325,1.89
13948706965,0.78
2613156889,0.11
294304200,0.67
5337115387,0.0
2470233567,0.56
871399802,2.89
2932570754,0.0
2409895613,0.56
475548703,0.33
3260465333,0.56
311518413,0.33
10457158923,0.22
5398725131,0.78
2402683261,0.44
5351410623,2.33
7177961036,1.22
8143030670,2.0
3532928109,0.56
6088650487,0.78
8827062716,0.67
4864158271,0.44
3646834931,3.33
6128272276,0.67
8272837691,0.78
8224581510,0.22
11001896503,0.89
2107044519,1.0
3599036152,0.22
3941116340,2.22
4677349374,1.22
2099337170,0.89
7091989205,0.11
1097922649,5.0
12410933973,1.33
5041188341,1.78
5358452473,1.0
2865732991,0.89
8150981465,1.44
8906000941,0.11
5707097752,0.67
5841976655,0.22
5916156421,0.44
5518258674,0.44
8980750791,0.67
60963028,2.11
2514368424,0.0
4932120056,0.11
1271708308,0.78
5285006124,1.89
466424563,1.22
5761452208,0.78
5015123851,1.78
1241716956,0.89
2707159566,0.44
2199675112,0.0
3734430866,3.0
650764934,0.11
4958917958,0.11
3207715884,0.67
5651116345,1.33
2572639558,0.67
11889348366,0.11
12254073506,0.33
159228429,0.0
5310885105,1.11
4458996766,0.33
3998179913,0.44
5213410957,0.44
4133774708,0.22
8318312424,0.78
